DIP编码,DIP名称,权重,DIP住院费用,DIP收入,DIP结余,结余率(%),预计结算点数,入组病例数,高倍率病例数,低倍率病例数,超支病例,服务性收入
D66.X,遗传性因子Ⅶ缺乏,1.038,11278.65,10976.65257,-301.9974284,-0.026776026,1038,1,0,0,1,15161.09
L02.9:86.0400x011,未特指的皮肤脓肿、疖和痈:皮肤和皮下组织切开引流术,0.325,3906.43,3613.402252,-293.0277477,-0.075011647,325,1,0,0,1,5248.33
Z47.0:78.6703,涉及骨折板和其他内固定装置的随诊医疗:腓骨内固定装置去除术,0.53,11477.64,11185.28892,-292.3510787,-0.025471358,1060,2,0,0,1,12829.4
I65:SS,入脑前动脉的闭塞和狭窄，未造成脑梗死:相关手术,7.958,14946.05,14654.05542,-291.994578,-0.019536572,1391.529931,1,0,1,1,17491.45
HY:ZLXCZ,眼和附器疾病:治疗性操作,0.682,9364.39,9073.766658,-290.623342,-0.031034946,856.6726222,2,0,1,1,4919.46
K62.8:45.2302,肛门和直肠其他特指的疾病:电子结肠镜检查,0.544,26270.45,25980.93551,-289.5144856,-0.011020538,2720,5,0,0,1,11648.52
K81.1,慢性胆囊炎,0.284,3471.21,3182.894402,-288.3155985,-0.083059106,284,1,0,0,1,3716.01
J32.4,慢性全鼻窦炎,0.311,3975.26,3687.54802,-287.7119799,-0.072375638,311,1,0,0,1,5089.66
Z42.0:02.0503,涉及头和颈整形手术的随诊医疗:颅骨钛网置入术,4.412,89414.98,89128.26304,-286.7169554,-0.003206588,8824,2,0,0,1,58020.53
E77.8,其他糖蛋白代谢紊乱,0.72,15266.5,14980.05396,-286.4460368,-0.018763046,1440,2,0,0,1,15050.82
S01:SS,头部开放性伤口:相关手术,0.796,31996.21,31711.2758,-284.9341965,-0.008905248,3184,4,0,0,1,26959.73
K60.2:49.3901+49.4600,未特指的肛裂:肛裂切除术+痔切除术,0.668,7407.81,7130.277845,-277.5321551,-0.037464805,668,1,0,0,1,10468.21
Q38.1:25.9900x001,舌系带过短:舌系带成形术,0.437,4692.06,4420.658791,-271.4012088,-0.057842655,437,1,0,0,1,7576.49
R09.8,累及循环和呼吸系统其他特指的症状和体征,0.428,4109.13,3838.267903,-270.8620974,-0.06591714,288.2576083,2,0,2,2,2666.14
R59:ZDXCZ,淋巴结增大:诊断性操作,0.867,9331.03,9068.603909,-262.4260908,-0.028124022,867,1,0,0,1,12543.83
A98.5,出血热伴有肾综合征,1.133,3186.29,2924.327298,-261.9627018,-0.082215587,237.7807617,1,0,1,1,3541.65
S52.2:79.3200x010,尺骨干骨折:尺骨骨折切开复位钢针内固定术,0.977,9661.74,9399.814258,-261.9257417,-0.027109583,977,1,0,0,1,13162.74
K30.X,消化不良,0.347,3810.22,3551.764106,-258.4558936,-0.067832276,347,1,0,0,1,4703.62
A09.9:45.2302,未特指病因的胃肠炎和结肠炎:电子结肠镜检查,0.493,5326.84,5069.534786,-257.3052141,-0.048303537,493,1,0,0,1,6509.04
K21.0:45.4200x003,胃-食管反流性疾病伴有食管炎:纤维结肠镜下结肠息肉切除术,0.775,8457.55,8200.437463,-257.1125369,-0.030400357,775,1,0,0,1,10567.15
L02.9,未特指的皮肤脓肿、疖和痈,0.213,1971.12,1714.303348,-256.8166517,-0.130289709,106.0690221,1,0,1,1,2677.72
R45.8,累及情绪状态的其他症状和体征,0.262,3130.56,2873.764933,-256.7950669,-0.082028476,262,1,0,0,1,3271.36
I63.4:99.1005,大脑动脉栓塞引起的脑梗死:脑动脉血栓溶解剂灌注,1.76,133681.84,133426.7338,-255.1061875,-0.001908309,11441.37726,2,0,1,1,35518.05
N75.1,前庭大腺脓肿,0.343,4194.29,3947.335544,-246.9544555,-0.058878727,343,1,0,0,1,5624.89
J34.2:21.8400x003+21.8700x004,鼻中隔偏曲:鼻中隔成形术+鼻甲成形术,0.953,10015.48,9772.403135,-243.0768649,-0.024270116,953,1,0,0,1,13458.4
D34:SS,甲状腺良性肿瘤:相关手术,1.856,19117.14,18874.2243,-242.9157024,-0.012706697,1856,1,0,0,1,26511.44
K43.2:53.6302,切口疝不伴有梗阻或坏疽:腹腔镜下腹壁疝无张力修补术,4.273,85167.1,84924.21747,-242.8825303,-0.002851835,8546,2,0,0,1,59433.5
J38.3,声带的其他疾病,0.407,4627.41,4384.548756,-242.8612441,-0.052483191,407,1,0,0,1,6187.71
M17.0:81.5400,原发性双侧膝关节病:全部膝关节置换,4.401,382707.35,382464.8237,-242.5262589,-0.000633712,39609,9,0,0,3,113580.13
D27.X:65.6300+68.4100,卵巢良性肿瘤:腹腔镜双侧卵巢和输卵管切除术+腹腔镜经腹全子宫切除术,1.879,19425.85,19189.76084,-236.0891649,-0.012153351,1879,1,0,0,1,25548.69
K66.0:44.1300x001+45.2302,腹膜粘连:胃镜检查+电子结肠镜检查,0.819,8742.88,8506.887178,-235.9928217,-0.026992572,819,1,0,0,1,10224.18
D18.0:38.6000x013,血管瘤，任何部位:血管球瘤切除术,0.437,4716.91,4483.574375,-233.3356248,-0.049467898,437,1,0,0,1,6523.61
I67.5:88.4101,烟雾病:脑血管造影,1.242,12240.15,12008.55963,-231.5903718,-0.01892055,1242,1,0,0,1,15600.09
H71:SS,中耳胆脂瘤:相关手术,1.572,31980.42,31751.69023,-228.729766,-0.007152181,3144,2,0,0,1,26359.2
N17.9,未特指的急性肾衰竭,0.894,2255.28,2031.925387,-223.3546132,-0.099036312,169.0631877,1,0,1,1,2462.58
C93.1:41.3800x001,慢性粒单核细胞白血病:骨髓穿刺术,2.727,10505.83,10287.35936,-218.4706404,-0.020795181,1034.809236,1,0,1,1,13167.43
A09.9:44.1300x001+45.2302,未特指病因的胃肠炎和结肠炎:胃镜检查+电子结肠镜检查,0.628,19743.78,19526.77378,-217.006221,-0.010991118,1884,3,0,0,2,10904.27
E87.5,高钾血症,0.444,1506.57,1290.01707,-216.55293,-0.143739043,116.7703131,1,0,1,1,1961.89
E15.X,非糖尿病低血糖性昏迷,0.451,3418.14,3203.332006,-214.8079943,-0.062843533,242.8525012,2,0,2,2,1884.07
S52.6:79.3200x010+79.3200x011,尺骨和桡骨下端均骨折:尺骨骨折切开复位钢针内固定术+桡骨骨折切开复位钢板内固定术,1.834,17572.96,17359.31631,-213.6436921,-0.012157525,1834,1,0,0,1,22587.34
J35.1:28.2x03,扁桃体肥大:扁桃体等离子切除术,0.999,19547.65,19339.56197,-208.0880342,-0.010645169,1998,2,0,0,2,14893.94
T60.9,未特指杀虫剂的毒性效应,0.381,4181.5,3978.599346,-202.9006535,-0.048523414,381,1,0,0,1,5284.9
C16.2,胃体恶性肿瘤,0.988,4721.42,4519.425116,-201.9948844,-0.042782655,473.5833672,1,0,1,1,5593.91
H73.0,急性鼓膜炎,0.225,8420.75,8219.71496,-201.0350405,-0.023873769,900,4,0,0,1,5225.2
K09.2:76.2x01,颌的其他囊肿:下颌骨病损切除术,0.895,9123.1,8924.777255,-198.3227452,-0.021738526,895,1,0,0,1,12854.9
S72.0,股骨颈骨折,1.01,3708.01,3510.764886,-197.2451143,-0.053194332,290.3302988,1,0,1,1,4803.51
N31.9,膀胱未特指的神经肌肉功能不良,0.643,6649.07,6453.645485,-195.4245154,-0.029391256,659.8167861,2,0,1,1,7780.77
N30.9,未特指的膀胱炎,0.321,3896.63,3701.413434,-195.216566,-0.05009882,321,1,0,0,1,5330.63
S42.3,肱骨干骨折,0.611,3548.55,3355.172044,-193.3779558,-0.054494922,278.2812704,1,0,1,1,4046.65
N84.1:67.3904,宫颈息肉:子宫颈病损切除术,0.371,4199.49,4010.113227,-189.376773,-0.045095184,371,1,0,0,1,5554.09
H25.2:13.7100x001,老年性白内障，莫尔加尼型:白内障摘除伴人工晶体一期置入术,0.776,8158.22,7970.705734,-187.5142661,-0.022984703,776,1,0,0,1,11707.62
Z43.6:97.6204,泌尿道其他人工造口的维护:输尿管镜输尿管支架取出术,0.39,4342.23,4155.827384,-186.4026155,-0.042927854,390,1,0,0,1,5746.73
I26.9:96.0400,肺栓塞未提及急性肺源性心脏病:气管内插管,2.655,6783.97,6598.633698,-185.3363023,-0.027319741,680.4680279,1,0,1,1,8050.06
Q89.2,其他内分泌腺先天性畸形,0.451,1864.83,1685.319919,-179.5100808,-0.096260829,142.3034191,1,0,1,1,2090.83
K40.9,单侧或未特指的腹股沟疝，不伴有梗阻或坏疽,0.617,3314.39,3136.243999,-178.1460012,-0.053749257,260.1489082,2,0,2,2,2216.75
J85.1:33.2403,肺脓肿伴有肺炎:纤维支气管镜检查伴肺泡灌洗术,1.882,5629.29,5451.227195,-178.062805,-0.031631486,564.6475241,1,0,1,1,7382.39
J93.1,其他的自发性气胸,0.406,31077.47,30904.60242,-172.8675769,-0.005562473,2003.189205,2,0,1,1,8107.64
C34.3:33.2700x001,下叶，支气管或肺的恶性肿瘤:支气管镜下肺活检,1.889,6623.26,6454.981449,-168.2785507,-0.025407209,664.3479659,1,0,1,1,8823.46
I46.9,未特指的心脏停搏,0.618,1752.09,1587.044087,-165.0459127,-0.094199449,112.5276241,1,0,1,1,1951.19
C18:ZDXCZ,结肠恶性肿瘤:诊断性操作,1.397,14373.67,14211.86325,-161.806748,-0.011257163,1397,1,0,0,1,16131.17
K31.9,胃和十二指肠未特指的疾病,0.371,1809.34,1648.473972,-160.8660278,-0.088908678,125.8293809,1,0,1,1,2308.44
I21:ZDXCZ,急性心肌梗死:诊断性操作,1.862,19024.67,18865.10465,-159.5653548,-0.008387286,1862,1,0,0,1,23715.51
L72:SS,皮肤和皮下组织毛囊囊肿:相关手术,0.505,5282.53,5123.538343,-158.9916574,-0.030097635,505,1,0,0,1,7117.63
S30.0,下背和骨盆挫伤,0.412,4523.4,4364.487081,-158.9129186,-0.035131299,412,1,0,0,1,7718.4
C16.8,胃交搭跨越恶性肿瘤的损害,0.763,8198,8040.944233,-157.0557674,-0.019157815,763,1,0,0,1,8657.3
K09.2:86.7500x011,颌的其他囊肿:邻近皮瓣修复术,1.24,11889.18,11735.29609,-153.8839105,-0.01294319,1240,1,0,0,1,17547.96
C61:ZLXCZ,前列腺恶性肿瘤:治疗性操作,3.292,3206.98,3054.571338,-152.4086619,-0.047524045,321.677035,1,0,1,1,4077.84
D68.9,未特指的凝血缺陷,0.726,2473.99,2323.347433,-150.6425666,-0.060890532,186.1794429,1,0,1,1,2832.19
C56.X:99.2503,卵巢恶性肿瘤:静脉注射化疗药物,1.093,5085.14,4938.639527,-146.5004728,-0.028809526,510.0664046,1,0,1,1,5628.54
R11.X,恶心和呕吐,0.325,1991.58,1846.06763,-145.5123703,-0.073063784,139.7553298,1,0,1,1,2384.58
S33.5,腰椎扭伤和劳损,0.399,5872.39,5727.145659,-145.2443414,-0.024733429,580.8202398,2,0,1,1,4411.85
G23.3,多系统萎缩，小脑型[MSA-C],0.538,5552.96,5408.222143,-144.7378568,-0.026064992,538,1,0,0,1,6327.66
H16:SS,角膜炎:相关手术,0.96,19149.74,19005.23409,-144.5059069,-0.007546103,1920,2,0,0,1,18570.24
E11.3,非胰岛素依赖型糖尿病伴有眼的并发症,0.576,12222.8,12079.44571,-143.354289,-0.011728433,1224.264349,4,0,3,3,7605.04
I80.2:88.6600x002,下肢其他深部脉管的静脉炎和血栓性静脉炎:下肢静脉造影,0.84,4129.69,3987.404604,-142.2853963,-0.034454256,404.5944751,1,0,1,1,4393.99
G56.0:04.0418+04.4907,腕管综合征:正中神经探查术+正中神经松解术,0.796,8381.13,8240.784401,-140.3455991,-0.016745427,796,1,0,0,1,11078.8
H33.0:14.7401,视网膜脱离伴视网膜断裂:后入路玻璃体切割术,1.297,12471.55,12332.74522,-138.8047835,-0.011129714,1297,1,0,0,1,17396.25
O00.9:99.2504,未特指的异位妊娠:肌肉注射化疗药物,0.397,4323.31,4187.837286,-135.4727137,-0.031335415,397,1,0,0,1,5369.11
C49.9,未特指的结缔组织和软组织恶性肿瘤,1.504,5998.7,5863.64967,-135.05033,-0.022513266,601.7012986,1,0,1,1,7885.7
C16.3:43.4107,幽门窦恶性肿瘤:内镜下胃黏膜下剥离术[ESD],2.754,29075.44,28940.8343,-134.6056965,-0.004629533,2754,1,0,0,1,35690.1
J13.X,链球菌性肺炎,0.487,10141.94,10010.52094,-131.4190626,-0.012957981,974,2,0,0,2,8846.5
N90.8:71.0100x002,外阴和会阴其他特指的非炎性疾患:小阴唇粘连松解术,0.222,2602.37,2474.593696,-127.7763044,-0.049099976,222,1,0,0,1,4397.97
J20.5,呼吸道合胞体病毒急性支气管炎,0.41,20979.67,20853.17499,-126.4950133,-0.006029409,2050,5,0,0,2,10742.98
K52:ZLXCZ,其他非感染性胃肠炎和结肠炎:治疗性操作,1.055,4810,4685.57251,-124.4274897,-0.025868501,482.4684092,1,0,1,1,5833.6
N28.1,肾囊肿,0.618,2815.83,2691.717057,-124.1129433,-0.04407686,248.55306,1,0,1,1,2930.83
A09.9:44.1401+45.2501,未特指病因的胃肠炎和结肠炎:胃镜下活组织检查+结肠镜下大肠活组织检查,0.711,22476.73,22354.54574,-122.184263,-0.005436034,2133,3,0,0,1,14169.65
O24.1,原有的2型糖尿病合并妊娠,0.303,5017.93,4897.031381,-120.898619,-0.024093325,452.1506124,2,0,1,2,3915.63
M67.4:83.3900x017,腱鞘囊肿:软组织病损切除术,0.537,5794.52,5676.388752,-118.1312479,-0.020386719,537,1,0,0,1,7790.52
S68.1,其他单个手指创伤性切断（完全)（部分),0.568,6019.35,5904.392532,-114.9574682,-0.019097987,568,1,0,0,1,6860.85
O91.2,与分娩有关的非化脓性乳腺炎,0.213,13598.95,13484.08577,-114.8642294,-0.008446551,1278,6,0,0,2,11471.31
M80:SS,骨质疏松伴有病理性骨折:相关手术,3.238,197817.79,197708.5879,-109.2020582,-0.000552034,18648.677,5,1,0,2,61385.63
T17.1:98.1201,鼻孔内异物:内镜下鼻腔异物取出术,0.38,4065.24,3959.612835,-105.6271651,-0.025983008,380,1,0,0,1,5862.34
I83.9,下肢静脉曲张不伴有溃疡或炎症,0.584,1897.37,1792.510479,-104.8595215,-0.055265721,119.4269584,1,0,1,1,2012.37
I65.1:88.4101,基底动脉闭塞和狭窄:脑血管造影,1.45,174045.55,173942.0404,-103.5095874,-0.000594727,15919.14446,2,0,0,1,173410.56
K80.3:51.1000,胆管结石伴有胆管炎:内镜逆行胰胆管造影[ERCP],3.026,31803.86,31703.79444,-100.065562,-0.003146334,3026,1,0,0,1,42549.06
J93.9,未特指的气胸,0.485,5133.56,5035.750479,-97.80952138,-0.019052962,485,1,0,0,1,6553.66
J38.3:30.0900x039,声带的其他疾病:支撑喉镜下喉病损激光烧灼术,1.082,11479.39,11381.68357,-97.70643174,-0.008511466,1082,1,0,0,1,15326.71
L52.X,结节性红斑,0.498,6439.6,6342.094696,-97.50530373,-0.015141516,601.9012269,2,0,1,2,2834.55
K52.0,放射性胃肠炎和结肠炎,0.656,13137.28,13045.02253,-92.25746803,-0.00702257,1312,2,0,0,1,7752.94
K31.7:44.1300x001+45.2302,胃和十二指肠息肉:胃镜检查+电子结肠镜检查,0.702,13825.08,13733.50349,-91.57651383,-0.006623941,1404,2,0,0,1,11490.37
G71.0,肌营养不良,0.69,7150.1,7059.279263,-90.82073672,-0.012702023,690,1,0,0,1,8233.4
R21.X,皮疹和其他非特异性斑疹,0.202,1194.53,1108.686223,-85.84377703,-0.071864061,55.8799975,1,0,1,1,1485.63
K09.8:27.4906,其他口区囊肿，不可归类在他处者:口腔病损切除术,0.433,4518.2,4438.451756,-79.74824367,-0.017650446,433,1,0,0,1,6789.4
A08.0,轮状病毒性肠炎,0.2,4285.47,4206.506542,-78.9634583,-0.018425857,400,2,0,0,2,3957.83
N20.1:56.2x04,输尿管结石:腹腔镜下输尿管切开取石术,2.217,22464.05,22388.47847,-75.57152651,-0.00336411,2217,1,0,0,1,27515.59
I46.1:96.0400,被描述为心脏性猝死:气管内插管,1.092,1844.84,1769.667203,-75.17279706,-0.040747597,185.0471975,1,0,1,1,2440.14
S99:SS,踝和足其他和未特指的损伤:相关手术,1.212,5291.63,5218.021868,-73.60813202,-0.013910295,530.7784424,1,0,1,1,8025.33
H04:SS,泪器系疾患:相关手术,0.655,3024.92,2952.541531,-72.37846918,-0.0239274,303.4154553,1,0,1,1,4183.52
I24:ZLXCZ,其他急性缺血性心脏病:治疗性操作,2.187,7158.97,7090.981715,-67.98828535,-0.009496937,718.0825088,1,0,1,1,8850.27
L72.1,毛根鞘囊肿,0.2,2125.41,2059.852866,-65.55713407,-0.030844465,200,1,0,0,1,3435.71
C20.X:45.4200x003,直肠恶性肿瘤:纤维结肠镜下结肠息肉切除术,1.162,22599.79,22539.48838,-60.3016195,-0.002668238,2324,2,0,0,1,15409.17
Z47.0:78.6401,涉及骨折板和其他内固定装置的随诊医疗:腕骨内固定装置去除术,0.482,4979.24,4920.367025,-58.87297459,-0.011823687,482,1,0,0,1,6802.44
R10:SS,腹部和盆腔痛:相关手术,2.25,23845.96,23787.71804,-58.24195548,-0.002442424,2250,1,0,0,1,29338.36
M45.X:81.9101,强直性脊柱炎:关节抽吸术,1.097,5379.72,5324.530064,-55.18993611,-0.010258886,539.6143348,1,0,1,1,6281.92
L02.3:86.0400x011,臀部皮肤脓肿、疖和痈:皮肤和皮下组织切开引流术,0.431,4160.57,4106.373917,-54.19608316,-0.01302612,431,1,0,0,1,5731.47
R27.0,未特指的共济失调,0.75,2432.36,2381.543608,-50.81639179,-0.020891805,227.935415,1,0,1,1,2571.06
S66.3:82.4500x013,在腕和手水平的其他手指伸肌和肌腱损伤:伸指肌腱缝合术,0.464,9561.55,9512.709073,-48.84092749,-0.005108055,928,2,0,0,1,10265.51
S83.2:80.6x06,半月板撕裂，近期的:关节镜膝关节半月板部分切除术,1.218,11818.75,11770.28721,-48.46279144,-0.004100501,1218,1,0,0,1,14927.86
K92:ZDXCZ,消化系统的其他疾病:诊断性操作,1.714,13527.69,13481.00318,-46.68682437,-0.003451205,1356.898768,3,0,3,2,7064.98
N44.X,睾丸扭转,0.448,2440.89,2394.307279,-46.58272098,-0.019084318,221.1065896,1,0,1,1,3816.39
O21.9,未特指的妊娠呕吐,0.168,1837.17,1790.88125,-46.28874987,-0.025195681,168,1,0,0,1,2648.87
S68.1:86.8900x011,其他单个手指创伤性切断（完全)（部分):残端皮肤修整术,0.458,4703.13,4660.308373,-42.82162718,-0.009104921,458,1,0,0,1,6435.83
H65.9,未特指的非化脓性中耳炎,0.397,6071.17,6028.586639,-42.58336082,-0.007014029,593.2141846,2,0,1,1,2988.87
K25.0:44.1300x001,胃溃疡:急性，伴有出血:胃镜检查,0.707,7202.85,7160.510607,-42.3393929,-0.005878145,707,1,0,0,1,9332.69
H50.1:15.1100,散开性共同性斜视:一条眼外肌的后徙术,0.46,4712.22,4670.103866,-42.11613396,-0.008937642,460,1,0,0,1,7866.62
Z51.8:99.2506,其他特指的医疗照顾:膀胱灌注化疗,0.441,5209.65,5169.490049,-40.1599515,-0.007708762,503.6346306,2,0,1,1,5003.01
C78.0,肺部继发性恶性肿瘤,0.865,4221.71,4185.334921,-36.37507882,-0.008616196,423.4598145,1,0,1,1,4484.31
N13.6:98.5101,肾积脓:肾体外冲击波碎石术,0.594,24046.3,24010.51041,-35.78958624,-0.001488362,2376,4,0,0,1,15454.73
L12.0,大疱性类天疱疮,0.813,2078.36,2045.110336,-33.24966436,-0.015998029,208.4704871,1,0,1,1,2736.66
M54.5:44.1300x001,下背痛:胃镜检查,0.688,28897.11,28866.14954,-30.96046239,-0.001071403,2752,4,0,0,2,13473.58
E74.8,其他特指的碳水化合物代谢紊乱,0.411,4207.87,4177.119825,-30.75017473,-0.007307777,411,1,0,0,1,5410.39
L02.0,面部皮肤脓肿、疖和痈,0.214,2308.57,2278.298896,-30.27110359,-0.013112491,214,1,0,0,1,2999.97
K13.7,口腔粘膜其他和未特指的损害,0.339,2946.41,2917.57127,-28.83873039,-0.009787752,295.5404876,2,0,2,2,3011.95
E05.9,未特指的甲状腺毒症,0.457,41178.21,41150.08813,-28.12187403,-0.000682931,4103.397669,14,0,7,9,11710.51
D18.0:86.3x03,血管瘤，任何部位:皮下组织病损切除术,0.444,1156.33,1128.315311,-28.01468898,-0.024227244,99.43232459,1,0,1,1,1377.33
L72.9:86.3x02,皮肤和皮下组织未特指的毛囊囊肿:皮肤病损切除术,0.445,1675.21,1647.228197,-27.98180309,-0.01670346,168.0324124,1,0,1,1,2295.21
R80.X,孤立性蛋白尿,0.481,1793.48,1765.820255,-27.65974484,-0.015422388,179.8955182,1,0,1,1,2174.38
D64:SS,其他贫血:相关手术,1.396,13091.29,13063.90923,-27.38077167,-0.002091526,1396,1,0,0,1,17285.79
D36.7:86.3x13,其他特指部位的良性肿瘤:颈部皮下组织病损切除术,0.828,1774.17,1748.167276,-26.00272413,-0.014656275,177.9586232,1,0,1,1,2137.17
N50.8,男性生殖器官其他特指的疾患,0.463,2303.52,2282.571949,-20.94805105,-0.009093931,231.0552245,1,0,1,1,2697.82
D36.7:86.3x03,其他特指部位的良性肿瘤:皮下组织病损切除术,0.508,1672.39,1653.793982,-18.5960177,-0.011119427,167.7495515,1,0,1,1,2035.39
H20.0,急性和亚急性虹膜睫状体炎,0.213,4482.78,4464.872869,-17.90713107,-0.003994649,426,2,0,0,1,3160.08
I80.3,未特指的下肢静脉炎和血栓性静脉炎,0.463,37421.74,37405.69504,-16.04496175,-0.00042876,3403.73037,4,0,2,1,6490.44
J35.3,扁桃体肥大伴有腺样体肥大,0.512,1035.49,1021.436892,-14.05310825,-0.013571457,84.99278643,1,0,1,1,1039.49
T78.4,未特指的变态反应,0.164,1017.58,1003.898038,-13.68196231,-0.013445589,81.39353779,1,0,1,1,1154.08
J31.0:21.6904,慢性鼻炎:内镜下鼻甲射频消融术,0.884,8919.66,8906.975908,-12.68409211,-0.001422038,884,1,0,0,1,12016.26
H60.0,外耳脓肿,0.2,3688.78,3676.652509,-12.12749055,-0.00328767,400,2,0,0,1,2639.72
N75.1:71.2200x002,前庭大腺脓肿:前庭大腺脓肿切开引流术,0.315,6174.28,6162.552296,-11.72770435,-0.001899445,630,2,0,0,1,6538.06
S61.0,手指开放性伤口不伴有指甲损害,0.461,1638.76,1627.931467,-10.82853252,-0.00660776,164.3762849,1,0,1,1,2051.56
D18:ZLXCZ,血管瘤和淋巴管瘤，任何部位:治疗性操作,1.482,2950.03,2939.539944,-10.49005596,-0.003555915,295.9035927,3,0,3,1,2035.54
M22:SS,髌骨疾患:相关手术,1.77,17173.09,17162.72251,-10.36749281,-0.000603706,1770,1,0,0,1,22112.91
Z46.8:97.8900x004,其他特指装置的安装和调整:为肾透析的半永久静脉导管拔管,0.319,1190.09,1180.582632,-9.50736788,-0.007988781,119.3723138,1,0,1,1,1764.39
H90.3,双侧感音神经性听觉丧失,0.517,4983.91,4977.643772,-6.266228139,-0.001257292,517,1,0,0,1,7684.91
H31.8:14.7903,脉络膜其他特指的疾患:玻璃体药物注射术,0.394,50606.13,50602.0319,-4.098100084,-8.09803E-05,5122,13,0,0,6,15963.84
K31.8:44.6902,胃和十二指肠其他特指的疾病:腹腔镜胃修补术,2.259,138128.64,138128.64,0,0,11596.03227,1,0,0,0,179470.39
Z51.5:96.0400,姑息性医疗:气管内插管,2.24,153746.38,153746.38,0,0,13181.57409,1,0,0,0,200800.99
K62.3,直肠脱垂,0.398,918.17,918.17,0,0,92.09730129,1,0,1,0,922.17
C79.3:92.2900x001,脑和脑膜继发性恶性肿瘤:放射治疗,2.832,158229.04,158229.04,0,0,13039.20857,1,0,0,0,196303.27
I62.9,未特指的颅内出血（非创伤性),1.202,104500.96,104500.96,0,0,7086.942601,1,0,0,0,154823.66
M86.9,未特指的骨髓炎,0.638,8938.34,8938.34,0,0,638,1,0,0,0,10220.34
T82.7,其他心脏和血管装置、植入物和移植物引起的感染和炎症性反应,0.56,517.31,517.31,0,0,51.8889257,1,0,1,0,743.31
E46.X,未特指的蛋白质-能量营养不良,0.552,27597.17,27597.17,0,0,2216.141935,1,0,0,0,34553.64
I65.0:88.4101,椎动脉闭塞和狭窄:脑血管造影,1.187,84205.35,84205.35,0,0,7051.890508,1,0,0,0,95147.89
D12.0:45.2501,盲肠良性肿瘤:结肠镜下大肠活组织检查,0.805,62291.46,62291.46,0,0,5443.162497,1,0,0,0,72662.21
H61.9,外耳未特指的疾患,0.401,612.89,612.89,0,0,61.47610463,1,0,1,0,616.89
K56.5:54.5903,肠粘连[带]伴有梗阻:肠粘连松解术,2.328,251070.67,251070.67,0,0,22855.7145,1,0,0,0,345848.54
S79.9,髋和大腿未特指的损伤,0.436,1006.93,1006.93,0,0,75.22373596,1,0,1,0,1145.43
N19.X,未特指的肾衰竭,0.764,660.43,660.43,0,0,51.32241701,1,0,1,0,993.23
H26.2,并发性白内障,0.652,841.54,841.54,0,0,84.41090746,1,0,1,0,944.54
D32.0,脑膜良性肿瘤,0.831,62743.23,62743.23,0,0,5462.477415,1,0,0,0,71515.83
C92.1:41.3800x001,BCR/ABL阳性慢性髓样白血病（CML):骨髓穿刺术,1.129,166440.07,166440.07,0,0,15565.81825,1,0,0,0,268536.42
Z51.8:99.2502,其他特指的医疗照顾:动脉注射化疗药物,1.981,109206.79,109206.79,0,0,8973.01793,1,0,0,0,142410.19
E43.X,重度蛋白质-能量营养不良,0.722,28511.26,28511.26,0,0,1136.31466,1,1,0,0,44294.47
R63.0,食欲缺乏,0.462,10197.17,10197.17,0,0,560.8300183,1,1,0,0,13115.07
I63.9:57.9400,未特指的脑梗死:留置导尿管的置入术,1.268,71583.46,71583.46,0,0,5912.199183,1,0,0,0,90565.56
N35.9,未特指的尿道狭窄,0.544,1055.89,1055.89,0,0,87.97038672,1,0,1,0,1199.99
N48.2,阴茎的其他炎性疾患,0.229,30995.65,30995.65,0,0,2651.027432,2,0,0,0,21503.12
C18.4:45.2501,横结肠恶性肿瘤:结肠镜下大肠活组织检查,1.177,75503.19,75503.19,0,0,6396.368808,1,0,0,0,93314.79
N17.9:39.9500,未特指的急性肾衰竭:血液透析,1.928,164697.91,164697.91,0,0,14592.0704,1,0,0,0,220492.73
Z51.2:41.3800x001+99.2503,其他化学治疗:骨髓穿刺术+静脉注射化疗药物,2.092,15568,15568,0,0,2092,1,0,0,0,17594.5
J31.0,慢性鼻炎,0.314,1011,1011,0,0,63.19645825,1,0,1,0,1257
Z51.8:32.2400x001,其他特指的医疗照顾:经皮肺病损射频消融术,2.006,116932.2,116932.2,0,0,9722.917363,1,0,0,0,130998.5
I40.0,感染性心肌炎,0.312,915.18,915.18,0,0,56.91347626,1,0,1,0,1307.28
E04.2,非毒性多结节性甲状腺肿,0.724,21166.69,21166.69,0,0,724,1,0,0,0,25161.69
N76.6,外阴溃疡,0.447,35287.55,35287.55,0,0,3092.527674,1,0,0,0,49880.65
C11.9,未特指的鼻咽恶性肿瘤,0.941,77433.09,77433.09,0,0,6825.947973,1,0,0,0,90856.39
C92.0:41.3800x001+99.2503,急性髓母细胞白血病（AML):骨髓穿刺术+静脉注射化疗药物,5.736,380805.36,380805.36,0,0,32460.78924,1,0,0,0,564828.87
I21.4:96.7101,急性心内膜下心肌梗死:呼吸机治疗[小于96小时],1.364,151858.55,151858.55,0,0,13868.21477,1,0,0,0,184543.97
I71.3,腹主动脉瘤破裂,0.653,70063.55,70063.55,0,0,6374.744181,1,0,0,0,91282.32
S52.8:78.1301,前臂其他部位的骨折:桡骨外固定术,0.46,32173.74,32173.74,0,0,2767.196082,1,0,0,0,38688.93
C15.9:99.2503,未特指的食管恶性肿瘤:静脉注射化疗药物,1.048,128683.98,128683.98,0,0,11859.68298,1,0,0,0,175494.68
I65.2:88.4101,颈动脉闭塞和狭窄:脑血管造影,1.311,195655.54,195655.54,0,0,16083.2623,2,0,0,0,111675.47
